	word_ortho	number_syllables	word_q1	onset_q1	coda_q1	word_q2	onset_q2	coda_q2
37306	расподелување	6	R-V-O-O-V-O-V-L-V-O-V-N-V	R	V	S-V-O-O-V-O-V-S-V-O-V-S-V	S	V
37307	распознава	4	R-V-O-O-V-O-N-V-O-V	R	V	S-V-O-O-V-O-S-V-O-V	S	V
37308	распознавање	5	R-V-O-O-V-O-N-V-O-V-N-V	R	V	S-V-O-O-V-O-S-V-O-V-S-V	S	V
37309	распознае	4	R-V-O-O-V-O-N-V-V	R	V	S-V-O-O-V-O-S-V-V	S	V
37310	распознатлив	4	R-V-O-O-V-O-N-V-O-L-V-O	R	O	S-V-O-O-V-O-S-V-O-S-V-O	S	O
37311	распојаса	4	R-V-O-O-V-J-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37312	распојде	3	R-V-O-O-V-J-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37313	распокине	4	R-V-O-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-S-V	S	V
37314	располага	4	R-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37315	располагање	5	R-V-O-O-V-L-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37316	расползи	3	R-V-O-O-V-L-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37317	располовен	4	R-V-O-O-V-L-V-O-V-N	R	N	S-V-O-O-V-S-V-O-V-S	S	S
37318	располови	4	R-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37319	располовува	5	R-V-O-O-V-L-V-O-V-O-V	R	V	S-V-O-O-V-S-V-O-V-O-V	S	V
37320	располовување	6	R-V-O-O-V-L-V-O-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-O-V-S-V	S	V
37321	расположба	4	R-V-O-O-V-L-V-O-O-V	R	V	S-V-O-O-V-S-V-O-O-V	S	V
37322	расположен	4	R-V-O-O-V-L-V-O-V-N	R	N	S-V-O-O-V-S-V-O-V-S	S	S
37323	расположение	6	R-V-O-O-V-L-V-O-V-N-V-V	R	V	S-V-O-O-V-S-V-O-V-S-V-V	S	V
37324	расположеност	5	R-V-O-O-V-L-V-O-V-N-V-O-O	R	O-O	S-V-O-O-V-S-V-O-V-S-V-O-O	S	O-O
37325	расположи	4	R-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37326	расположлив	4	R-V-O-O-V-L-V-O-L-V-O	R	O	S-V-O-O-V-S-V-O-S-V-O	S	O
37327	расположува	5	R-V-O-O-V-L-V-O-V-O-V	R	V	S-V-O-O-V-S-V-O-V-O-V	S	V
37328	расположување	6	R-V-O-O-V-L-V-O-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-O-V-S-V	S	V
37329	располу	3	R-V-O-O-V-L-V	R	V	S-V-O-O-V-S-V	S	V
37330	распон	2	R-V-O-O-V-N	R	N	S-V-O-O-V-S	S	S
37331	распоп	2	R-V-O-O-V-O	R	O	S-V-O-O-V-O	S	O
37332	распопи	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37333	распопува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37334	распопување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37335	распоред	3	R-V-O-O-V-R-V-O	R	O	S-V-O-O-V-S-V-O	S	O
37336	распоредба	4	R-V-O-O-V-R-V-O-O-V	R	V	S-V-O-O-V-S-V-O-O-V	S	V
37337	распореден	4	R-V-O-O-V-R-V-O-V-N	R	N	S-V-O-O-V-S-V-O-V-S	S	S
37338	распореди	4	R-V-O-O-V-R-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37339	распоредител	5	R-V-O-O-V-R-V-O-V-O-V-L	R	L	S-V-O-O-V-S-V-O-V-O-V-S	S	S
37340	распоредлив	4	R-V-O-O-V-R-V-O-L-V-O	R	O	S-V-O-O-V-S-V-O-S-V-O	S	O
37341	распоредливост	5	R-V-O-O-V-R-V-O-L-V-O-V-O-O	R	O-O	S-V-O-O-V-S-V-O-S-V-O-V-O-O	S	O-O
37342	распоредува	5	R-V-O-O-V-R-V-O-V-O-V	R	V	S-V-O-O-V-S-V-O-V-O-V	S	V
37343	распоредување	6	R-V-O-O-V-R-V-O-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-O-V-S-V	S	V
37344	распоредувач	5	R-V-O-O-V-R-V-O-V-O-V-O	R	O	S-V-O-O-V-S-V-O-V-O-V-O	S	O
37345	распори	3	R-V-O-O-V-R-V	R	V	S-V-O-O-V-S-V	S	V
37346	распорне	3	R-V-O-O-V-R-N-V	R	V	S-V-O-O-V-S-S-V	S	V
37347	распорнува	4	R-V-O-O-V-R-N-V-O-V	R	V	S-V-O-O-V-S-S-V-O-V	S	V
37348	распорува	4	R-V-O-O-V-R-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37349	распорување	5	R-V-O-O-V-R-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37350	распосее	4	R-V-O-O-V-O-V-V	R	V	S-V-O-O-V-O-V-V	S	V
37351	распостеле	4	R-V-O-O-V-O-O-V-L-V	R	V	S-V-O-O-V-O-O-V-S-V	S	V
37352	распостелува	5	R-V-O-O-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-O-O-V-S-V-O-V	S	V
37353	распостелување	6	R-V-O-O-V-O-O-V-L-V-O-V-N-V	R	V	S-V-O-O-V-O-O-V-S-V-O-V-S-V	S	V
37354	распостила	4	R-V-O-O-V-O-O-V-L-V	R	V	S-V-O-O-V-O-O-V-S-V	S	V
37355	распостилање	5	R-V-O-O-V-O-O-V-L-V-N-V	R	V	S-V-O-O-V-O-O-V-S-V-S-V	S	V
37356	распра	2	R-V-O-O-R-V	R	V	S-V-O-O-S-V	S	V
37357	расправа	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37358	расправа	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37359	расправање	4	R-V-O-O-R-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-S-V	S	V
37360	расправачка	4	R-V-O-O-R-V-O-V-O-O-V	R	V	S-V-O-O-S-V-O-V-O-O-V	S	V
37361	расправи	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37362	расправија	4	R-V-O-O-R-V-O-V-J-V	R	V	S-V-O-O-S-V-O-V-S-V	S	V
37363	расправува	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37364	расправување	5	R-V-O-O-R-V-O-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-O-V-S-V	S	V
37365	распрати	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37366	распраќа	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37367	распраќање	4	R-V-O-O-R-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-S-V	S	V
37368	распраша	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37369	распраши	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37370	распрашува	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37371	распрашување	5	R-V-O-O-R-V-O-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-O-V-S-V	S	V
37372	распрашувач	4	R-V-O-O-R-V-O-V-O-V-O	R	O	S-V-O-O-S-V-O-V-O-V-O	S	O
37373	распрден	3	R-V-O-O-V-R-O-V-N	R	N	S-V-O-O-V-S-O-V-S	S	S
37374	распрдено	4	R-V-O-O-V-R-O-V-N-V	R	V	S-V-O-O-V-S-O-V-S-V	S	V
37375	распрденост	4	R-V-O-O-V-R-O-V-N-V-O-O	R	O-O	S-V-O-O-V-S-O-V-S-V-O-O	S	O-O
37376	распрди	3	R-V-O-O-V-R-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37377	распрдува	4	R-V-O-O-V-R-O-V-O-V	R	V	S-V-O-O-V-S-O-V-O-V	S	V
37378	распрдување	5	R-V-O-O-V-R-O-V-O-V-N-V	R	V	S-V-O-O-V-S-O-V-O-V-S-V	S	V
37379	распрега	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37380	распрегање	4	R-V-O-O-R-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-S-V	S	V
37381	распрегне	3	R-V-O-O-R-V-O-N-V	R	V	S-V-O-O-S-V-O-S-V	S	V
37382	распрегнува	4	R-V-O-O-R-V-O-N-V-O-V	R	V	S-V-O-O-S-V-O-S-V-O-V	S	V
37383	распрегнување	5	R-V-O-O-R-V-O-N-V-O-V-N-V	R	V	S-V-O-O-S-V-O-S-V-O-V-S-V	S	V
37384	распреде	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37385	распределба	4	R-V-O-O-R-V-O-V-L-O-V	R	V	S-V-O-O-S-V-O-V-S-O-V	S	V
37386	распределеност	5	R-V-O-O-R-V-O-V-L-V-N-V-O-O	R	O-O	S-V-O-O-S-V-O-V-S-V-S-V-O-O	S	O-O
37387	распредели	4	R-V-O-O-R-V-O-V-L-V	R	V	S-V-O-O-S-V-O-V-S-V	S	V
37388	распределител	5	R-V-O-O-R-V-O-V-L-V-O-V-L	R	L	S-V-O-O-S-V-O-V-S-V-O-V-S	S	S
37389	распределува	5	R-V-O-O-R-V-O-V-L-V-O-V	R	V	S-V-O-O-S-V-O-V-S-V-O-V	S	V
37390	распределување	6	R-V-O-O-R-V-O-V-L-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-S-V-O-V-S-V	S	V
37391	распредува	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37392	распредување	5	R-V-O-O-R-V-O-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-O-V-S-V	S	V
37393	распремени	4	R-V-O-O-R-V-N-V-N-V	R	V	S-V-O-O-S-V-S-V-S-V	S	V
37394	распременува	5	R-V-O-O-R-V-N-V-N-V-O-V	R	V	S-V-O-O-S-V-S-V-S-V-O-V	S	V
37395	распременување	6	R-V-O-O-R-V-N-V-N-V-O-V-N-V	R	V	S-V-O-O-S-V-S-V-S-V-O-V-S-V	S	V
37396	распрета	3	R-V-O-O-R-V-O-V	R	V	S-V-O-O-S-V-O-V	S	V
37397	распретка	3	R-V-O-O-R-V-O-O-V	R	V	S-V-O-O-S-V-O-O-V	S	V
37398	распретува	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37399	распретување	5	R-V-O-O-R-V-O-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-O-V-S-V	S	V
37400	распријатели	5	R-V-O-O-R-V-J-V-O-V-L-V	R	V	S-V-O-O-S-V-S-V-O-V-S-V	S	V
37401	распријателува	6	R-V-O-O-R-V-J-V-O-V-L-V-O-V	R	V	S-V-O-O-S-V-S-V-O-V-S-V-O-V	S	V
37402	распријателување	7	R-V-O-O-R-V-J-V-O-V-L-V-O-V-N-V	R	V	S-V-O-O-S-V-S-V-O-V-S-V-O-V-S-V	S	V
37403	расприкажаност	5	R-V-O-O-R-V-O-V-O-V-N-V-O-O	R	O-O	S-V-O-O-S-V-O-V-O-V-S-V-O-O	S	O-O
37404	расприкаже	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37405	расприкажува	5	R-V-O-O-R-V-O-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V-O-V	S	V
37406	распродава	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37407	распродавање	5	R-V-O-O-R-V-O-V-O-V-N-V	R	V	S-V-O-O-S-V-O-V-O-V-S-V	S	V
37408	распродаде	4	R-V-O-O-R-V-O-V-O-V	R	V	S-V-O-O-S-V-O-V-O-V	S	V
37409	распродажба	4	R-V-O-O-R-V-O-V-O-O-V	R	V	S-V-O-O-S-V-O-V-O-O-V	S	V
37410	распролети	4	R-V-O-O-R-V-L-V-O-V	R	V	S-V-O-O-S-V-S-V-O-V	S	V
37411	распромени	4	R-V-O-O-R-V-N-V-N-V	R	V	S-V-O-O-S-V-S-V-S-V	S	V
37412	распроменува	5	R-V-O-O-R-V-N-V-N-V-O-V	R	V	S-V-O-O-S-V-S-V-S-V-O-V	S	V
37413	распроменување	6	R-V-O-O-R-V-N-V-N-V-O-V-N-V	R	V	S-V-O-O-S-V-S-V-S-V-O-V-S-V	S	V
37414	распростира	4	R-V-O-O-R-V-O-O-V-R-V	R	V	S-V-O-O-S-V-O-O-V-S-V	S	V
37415	распростирање	5	R-V-O-O-R-V-O-O-V-R-V-N-V	R	V	S-V-O-O-S-V-O-O-V-S-V-S-V	S	V
37416	распростирач	4	R-V-O-O-R-V-O-O-V-R-V-O	R	O	S-V-O-O-S-V-O-O-V-S-V-O	S	O
37417	распространет	4	R-V-O-O-R-V-O-O-R-V-N-V-O	R	O	S-V-O-O-S-V-O-O-S-V-S-V-O	S	O
37418	распространетост	5	R-V-O-O-R-V-O-O-R-V-N-V-O-V-O-O	R	O-O	S-V-O-O-S-V-O-O-S-V-S-V-O-V-O-O	S	O-O
37419	распространи	4	R-V-O-O-R-V-O-O-R-V-N-V	R	V	S-V-O-O-S-V-O-O-S-V-S-V	S	V
37420	распространува	5	R-V-O-O-R-V-O-O-R-V-N-V-O-V	R	V	S-V-O-O-S-V-O-O-S-V-S-V-O-V	S	V
37421	распространување	6	R-V-O-O-R-V-O-O-R-V-N-V-O-V-N-V	R	V	S-V-O-O-S-V-O-O-S-V-S-V-O-V-S-V	S	V
37422	распространувач	5	R-V-O-O-R-V-O-O-R-V-N-V-O-V-O	R	O	S-V-O-O-S-V-O-O-S-V-S-V-O-V-O	S	O
37423	распростре	3	R-V-O-O-R-V-O-O-R-V	R	V	S-V-O-O-S-V-O-O-S-V	S	V
37424	распрпела	4	R-V-O-O-V-R-O-V-L-V	R	V	S-V-O-O-V-S-O-V-S-V	S	V
37425	распрска	3	R-V-O-O-V-R-O-O-V	R	V	S-V-O-O-V-S-O-O-V	S	V
37426	распрскува	4	R-V-O-O-V-R-O-O-V-O-V	R	V	S-V-O-O-V-S-O-O-V-O-V	S	V
37427	распрскување	5	R-V-O-O-V-R-O-O-V-O-V-N-V	R	V	S-V-O-O-V-S-O-O-V-O-V-S-V	S	V
37428	распрскувач	4	R-V-O-O-V-R-O-O-V-O-V-O	R	O	S-V-O-O-V-S-O-O-V-O-V-O	S	O
37429	распрснат	3	R-V-O-O-V-R-O-N-V-O	R	O	S-V-O-O-V-S-O-S-V-O	S	O
37430	распрснато	4	R-V-O-O-V-R-O-N-V-O-V	R	V	S-V-O-O-V-S-O-S-V-O-V	S	V
37431	распрснатост	4	R-V-O-O-V-R-O-N-V-O-V-O-O	R	O-O	S-V-O-O-V-S-O-S-V-O-V-O-O	S	O-O
37432	распрсне	3	R-V-O-O-V-R-O-N-V	R	V	S-V-O-O-V-S-O-S-V	S	V
37433	распрснува	4	R-V-O-O-V-R-O-N-V-O-V	R	V	S-V-O-O-V-S-O-S-V-O-V	S	V
37434	распрснување	5	R-V-O-O-V-R-O-N-V-O-V-N-V	R	V	S-V-O-O-V-S-O-S-V-O-V-S-V	S	V
37435	распрснувач	4	R-V-O-O-V-R-O-N-V-O-V-O	R	O	S-V-O-O-V-S-O-S-V-O-V-O	S	O
37436	распрчка	3	R-V-O-O-V-R-O-O-V	R	V	S-V-O-O-V-S-O-O-V	S	V
37437	распрчкува	4	R-V-O-O-V-R-O-O-V-O-V	R	V	S-V-O-O-V-S-O-O-V-O-V	S	V
37438	распрчкување	5	R-V-O-O-V-R-O-O-V-O-V-N-V	R	V	S-V-O-O-V-S-O-O-V-O-V-S-V	S	V
37439	распука	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37440	распукне	3	R-V-O-O-V-O-N-V	R	V	S-V-O-O-V-O-S-V	S	V
37441	распукнува	4	R-V-O-O-V-O-N-V-O-V	R	V	S-V-O-O-V-O-S-V-O-V	S	V
37442	распукнување	5	R-V-O-O-V-O-N-V-O-V-N-V	R	V	S-V-O-O-V-O-S-V-O-V-S-V	S	V
37443	распукува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37444	распукување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37445	распули	3	R-V-O-O-V-L-V	R	V	S-V-O-O-V-S-V	S	V
37446	распулува	4	R-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37447	распулување	5	R-V-O-O-V-L-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37448	распупи	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37449	распупува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37450	распупување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37451	распуст	2	R-V-O-O-V-O-O	R	O-O	S-V-O-O-V-O-O	S	O-O
37452	распуфка	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37453	распуфкува	4	R-V-O-O-V-O-O-V-O-V	R	V	S-V-O-O-V-O-O-V-O-V	S	V
37454	распуши	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37455	распушта	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37456	распуштање	4	R-V-O-O-V-O-O-V-N-V	R	V	S-V-O-O-V-O-O-V-S-V	S	V
37457	распуштен	3	R-V-O-O-V-O-O-V-N	R	N	S-V-O-O-V-O-O-V-S	S	S
37458	распуштеник	4	R-V-O-O-V-O-O-V-N-V-O	R	O	S-V-O-O-V-O-O-V-S-V-O	S	O
37459	распуштеница	5	R-V-O-O-V-O-O-V-N-V-O-V	R	V	S-V-O-O-V-O-O-V-S-V-O-V	S	V
37460	распуштенички	5	R-V-O-O-V-O-O-V-N-V-O-O-V	R	V	S-V-O-O-V-O-O-V-S-V-O-O-V	S	V
37461	распуштено	4	R-V-O-O-V-O-O-V-N-V	R	V	S-V-O-O-V-O-O-V-S-V	S	V
37462	распуштеност	4	R-V-O-O-V-O-O-V-N-V-O-O	R	O-O	S-V-O-O-V-O-O-V-S-V-O-O	S	O-O
37463	распушти	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37464	распушува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37465	распцуе	3	R-V-O-O-O-V-V	R	V	S-V-O-O-O-V-V	S	V
37466	расрди	3	R-V-O-V-R-O-V	R	V	S-V-O-V-S-O-V	S	V
37467	расрдува	4	R-V-O-V-R-O-V-O-V	R	V	S-V-O-V-S-O-V-O-V	S	V
37468	расрдување	5	R-V-O-V-R-O-V-O-V-N-V	R	V	S-V-O-V-S-O-V-O-V-S-V	S	V
37469	рассали	3	R-V-O-O-V-L-V	R	V	S-V-O-O-V-S-V	S	V
37470	рассалува	4	R-V-O-O-V-L-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37471	рассалување	5	R-V-O-O-V-L-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37472	раст	1	R-V-O-O	R	O-O	S-V-O-O	S	O-O
37473	растава	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37474	раставање	4	R-V-O-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-S-V	S	V
37475	раставен	3	R-V-O-O-V-O-V-N	R	N	S-V-O-O-V-O-V-S	S	S
37476	растави	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37477	раставка	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37478	раставува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37479	раставување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37480	раставувач	4	R-V-O-O-V-O-V-O-V-O	R	O	S-V-O-O-V-O-V-O-V-O	S	O
37481	растажен	3	R-V-O-O-V-O-V-N	R	N	S-V-O-O-V-O-V-S	S	S
37482	растаженост	4	R-V-O-O-V-O-V-N-V-O-O	R	O-O	S-V-O-O-V-O-V-S-V-O-O	S	O-O
37483	растажи	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37484	растажува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37485	растажување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37486	растајни	3	R-V-O-O-V-J-N-V	R	V	S-V-O-O-V-S-S-V	S	V
37487	расталка	3	R-V-O-O-V-L-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37488	растане	3	R-V-O-O-V-N-V	R	V	S-V-O-O-V-S-V	S	V
37489	растанува	4	R-V-O-O-V-N-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37490	растанување	5	R-V-O-O-V-N-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37491	растанчи	3	R-V-O-O-V-N-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37492	растанчува	4	R-V-O-O-V-N-O-V-O-V	R	V	S-V-O-O-V-S-O-V-O-V	S	V
37493	растанчување	5	R-V-O-O-V-N-O-V-O-V-N-V	R	V	S-V-O-O-V-S-O-V-O-V-S-V	S	V
37494	растапани	4	R-V-O-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-S-V	S	V
37495	растапка	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37496	растараши	4	R-V-O-O-V-R-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37497	растарашка	4	R-V-O-O-V-R-V-O-O-V	R	V	S-V-O-O-V-S-V-O-O-V	S	V
37498	растарашува	5	R-V-O-O-V-R-V-O-V-O-V	R	V	S-V-O-O-V-S-V-O-V-O-V	S	V
37499	раствор	2	R-V-O-O-O-V-R	R	R	S-V-O-O-O-V-S	S	S
37500	раствора	3	R-V-O-O-O-V-R-V	R	V	S-V-O-O-O-V-S-V	S	V
37501	растворање	4	R-V-O-O-O-V-R-V-N-V	R	V	S-V-O-O-O-V-S-V-S-V	S	V
37502	растворен	3	R-V-O-O-O-V-R-V-N	R	N	S-V-O-O-O-V-S-V-S	S	S
37503	раствори	3	R-V-O-O-O-V-R-V	R	V	S-V-O-O-O-V-S-V	S	V
37504	растворим	3	R-V-O-O-O-V-R-V-N	R	N	S-V-O-O-O-V-S-V-S	S	S
37505	растворлив	3	R-V-O-O-O-V-R-L-V-O	R	O	S-V-O-O-O-V-S-S-V-O	S	O
37506	растворливост	4	R-V-O-O-O-V-R-L-V-O-V-O-O	R	O-O	S-V-O-O-O-V-S-S-V-O-V-O-O	S	O-O
37507	растворува	4	R-V-O-O-O-V-R-V-O-V	R	V	S-V-O-O-O-V-S-V-O-V	S	V
37508	растворување	5	R-V-O-O-O-V-R-V-O-V-N-V	R	V	S-V-O-O-O-V-S-V-O-V-S-V	S	V
37509	растворувач	4	R-V-O-O-O-V-R-V-O-V-O	R	O	S-V-O-O-O-V-S-V-O-V-O	S	O
37510	растворувачки	5	R-V-O-O-O-V-R-V-O-V-O-O-V	R	V	S-V-O-O-O-V-S-V-O-V-O-O-V	S	V
37511	расте	2	R-V-O-O-V	R	V	S-V-O-O-V	S	V
37512	растеблува	4	R-V-O-O-V-O-L-V-O-V	R	V	S-V-O-O-V-O-S-V-O-V	S	V
37513	растег	2	R-V-O-O-V-O	R	O	S-V-O-O-V-O	S	O
37514	растега	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37515	растегање	4	R-V-O-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-S-V	S	V
37516	растеглив	3	R-V-O-O-V-O-L-V-O	R	O	S-V-O-O-V-O-S-V-O	S	O
37517	растегливост	4	R-V-O-O-V-O-L-V-O-V-O-O	R	O-O	S-V-O-O-V-O-S-V-O-V-O-O	S	O-O
37518	растегнат	3	R-V-O-O-V-O-N-V-O	R	O	S-V-O-O-V-O-S-V-O	S	O
37519	растегнато	4	R-V-O-O-V-O-N-V-O-V	R	V	S-V-O-O-V-O-S-V-O-V	S	V
37520	растегнатост	4	R-V-O-O-V-O-N-V-O-V-O-O	R	O-O	S-V-O-O-V-O-S-V-O-V-O-O	S	O-O
37521	растегне	3	R-V-O-O-V-O-N-V	R	V	S-V-O-O-V-O-S-V	S	V
37522	растегнува	4	R-V-O-O-V-O-N-V-O-V	R	V	S-V-O-O-V-O-S-V-O-V	S	V
37523	растегнување	5	R-V-O-O-V-O-N-V-O-V-N-V	R	V	S-V-O-O-V-O-S-V-O-V-S-V	S	V
37524	растеж	2	R-V-O-O-V-O	R	O	S-V-O-O-V-O	S	O
37525	растежај	3	R-V-O-O-V-O-V-J	R	J	S-V-O-O-V-O-V-S	S	S
37526	растекува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37527	растекување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37528	растение	4	R-V-O-O-V-N-V-V	R	V	S-V-O-O-V-S-V-V	S	V
37529	растенчи	3	R-V-O-O-V-N-O-V	R	V	S-V-O-O-V-S-O-V	S	V
37530	растенчува	4	R-V-O-O-V-N-O-V-O-V	R	V	S-V-O-O-V-S-O-V-O-V	S	V
37531	растенчување	5	R-V-O-O-V-N-O-V-O-V-N-V	R	V	S-V-O-O-V-S-O-V-O-V-S-V	S	V
37532	растење	3	R-V-O-O-V-N-V	R	V	S-V-O-O-V-S-V	S	V
37533	растера	3	R-V-O-O-V-R-V	R	V	S-V-O-O-V-S-V	S	V
37534	растерува	4	R-V-O-O-V-R-V-O-V	R	V	S-V-O-O-V-S-V-O-V	S	V
37535	растерување	5	R-V-O-O-V-R-V-O-V-N-V	R	V	S-V-O-O-V-S-V-O-V-S-V	S	V
37536	растече	3	R-V-O-O-V-O-V	R	V	S-V-O-O-V-O-V	S	V
37537	растечки	3	R-V-O-O-V-O-O-V	R	V	S-V-O-O-V-O-O-V	S	V
37538	растечува	4	R-V-O-O-V-O-V-O-V	R	V	S-V-O-O-V-O-V-O-V	S	V
37539	растечување	5	R-V-O-O-V-O-V-O-V-N-V	R	V	S-V-O-O-V-O-V-O-V-S-V	S	V
37540	растила	3	R-V-O-O-V-L-V	R	V	S-V-O-O-V-S-V	S	V
37541	растилање	4	R-V-O-O-V-L-V-N-V	R	V	S-V-O-O-V-S-V-S-V	S	V
37542	растителен	4	R-V-O-O-V-O-V-L-V-N	R	N	S-V-O-O-V-O-V-S-V-S	S	S
37543	растителност	4	R-V-O-O-V-O-V-L-N-V-O-O	R	O-O	S-V-O-O-V-O-V-S-S-V-O-O	S	O-O
37544	расткае	3	R-V-O-O-O-V-V	R	V	S-V-O-O-O-V-V	S	V
37545	растовар	3	R-V-O-O-V-O-V-R	R	R	S-V-O-O-V-O-V-S	S	S
37546	растовара	4	R-V-O-O-V-O-V-R-V	R	V	S-V-O-O-V-O-V-S-V	S	V
